First Name,Last Name,ID,Height,Eye Color,Hair Color,Gender,Skin Color,Social,Processing,Decision,Tactics
Zion,Ramirez,0005148,0.02,0,0.79,0.18,0.38,0.9,0.09,0.64,0.61
Grace,Benton,0005149,0.2,0.12,0.29,0.31,0.33,0.28,0.05,0.58,0.57
Jamal,Sparks,0005150,0.35,0.05,0.37,0.82,0.64,0.76,0.28,0.8,0.91
Aisha,Franco,0005151,0.07,0.25,0.35,0.33,0.25,0.09,0.48,0.26,0.43
Gage,Sullivan,0005152,0.57,0.06,0.21,0.15,0.56,0.3,0.8,0.72,0.78
Melanie,Archer,0005153,0.85,0.74,0.07,0.35,0.79,0.19,0.76,0.5,0.02
Ephraim,Berg,0005154,0.36,0.28,0.99,0.13,0.22,0.57,0.76,0.1,0.03
Emmalyn,Foley,0005155,0.05,0.26,0.87,0.47,0.97,0.98,0.39,0.32,0.4
Mohammad,Ortega,0005156,0.29,0.69,0.05,0.17,0.64,0.92,0.32,0.92,0.72
Lilah,Lynch,0005157,0.18,0.21,0.82,0.95,0.4,0.99,0.06,0.7,0.03
Zane,Cross,0005158,0.55,0.67,0.79,0.4,0.74,0.5,0.09,0.67,0.83
Nayeli,Sharp,0005159,0.82,0.54,0.19,0.52,0.92,0.8,0.5,0.4,0.24
Royce,Freeman,0005160,0.12,0.36,0.45,0.03,0.83,0.59,0.9,0.95,0.64
Norah,Park,0005161,0.99,0.94,0.19,0.19,0.34,0.18,0.32,0.05,0.65
Daxton,Casey,0005162,0.36,0.98,0.13,0.05,0.03,0.53,0.26,0.14,0.95
Sylvia,Reyes,0005163,0.11,0.57,0.93,0.5,0.9,0.78,0.8,0.03,0.65
Eli,Collins,0005164,0.98,0.13,0.27,0.36,0.35,0.96,0.77,0.12,0.56
Kinsley,Guerra,0005165,0.29,0.16,0.46,0.12,0.89,0.52,0.64,0.67,0.04
Leland,Baker,0005166,0.69,0.82,0.68,0.89,0.01,0.05,0.85,0.1,0.19
Isla,Horn,0005167,0.19,0.44,0.17,0.16,0.64,0.1,0.59,0.98,0.23
Wilson,Roy,0005168,0.29,0.54,0.97,0.88,0.59,0.81,0.92,0.51,0.8
Savanna,Proctor,0005169,0.85,0.28,0.46,0.92,0.38,0.19,0.45,0.72,0
Vance,Lu,0005170,0.88,0.71,0.48,0.49,0.69,0.41,0.26,0.91,0.57
Emani,Little,0005171,0.82,0.47,0.96,0.23,0.98,0.68,0.55,0.58,0.88
Lennox,Cuevas,0005172,0.13,0.4,0.18,0.23,0.41,0.33,0.35,0.04,0.67
Adele,Mueller,0005173,0.97,0.87,0.35,0.77,0.26,0.44,0.78,0.48,0.43
Albert,Boone,0005174,0.97,0.12,0.11,0.47,0.97,0.88,0.66,0.1,0.99
Mariam,Phelps,0005175,0.94,0.72,0.49,0.28,0.52,0.85,0.89,0.95,0.3
Hamza,Rowe,0005176,0.56,0.86,0.05,0.99,0.89,0.63,0.62,0.31,0.65
Matilda,Durham,0005177,0.67,0.4,0.88,0.19,0.47,0.45,0.44,0.82,0.23
Kellen,Bradshaw,0005178,0.26,0.78,0.86,0.9,0.49,0.35,0.52,0.31,0.46
Berkley,Jones,0005179,0.25,0.91,0.78,0.03,0.68,0.79,0.5,0.81,0.71
William,Boone,0005180,0.06,0.09,0.91,0.33,0.69,0.41,0.36,0.62,0.9
Mariam,Bradford,0005181,0.86,0.94,0.6,0.66,0.75,0.54,0.54,0.29,0.61
Ander,Coleman,0005182,0.67,0.24,0.6,0.45,0.67,0.35,0.35,0.6,0.77
Julia,Carpenter,0005183,0.64,0.33,0.4,0.6,0.13,0.11,0.99,0.08,0.78
Jeremy,Gibson,0005184,0.61,0.92,0.32,0.39,0.08,0.62,0.27,0.5,0.3
Eden,Eaton,0005185,0.23,0.84,0.07,0.72,0.01,0.7,0.78,0.89,0.8
Leighton,Berger,0005186,0.53,0.16,0.34,0.99,0.87,0.15,0.8,0.93,0.13
Laylah,Cochran,0005187,0.19,0.85,0.57,0.91,0.42,0.31,0.23,0.54,0.21
Danny,Hayes,0005188,0.75,0.42,0.96,0.28,0.94,0.05,0.78,0.05,0.05
Iris,Hodge,0005189,0.14,0.23,0.04,0.99,0.39,0.42,0.75,0.46,0.24
Reign,Rush,0005190,0.33,0.96,0.79,0.54,0.63,0.2,0.01,0.88,0.29
Maleah,Solomon,0005191,0.87,0.97,1,0.39,0.02,0.98,0.33,0.5,0.06
Musa,Joseph,0005192,0.47,0.24,0.11,0.45,0.89,0.62,0.94,0.2,0.37
Gracelynn,Flores,0005193,0.45,0.01,0.21,0.06,0.81,0.4,0.08,0.52,0.73
Lincoln,McGuire,0005194,0.71,0.08,0.86,0.07,0.91,0.88,0.3,0.55,0.66
April,Norton,0005195,0.18,0.05,0.58,0.26,0.84,0.47,0.24,0.96,0.18
Callen,Bullock,0005196,0.34,0.02,0.59,0.05,0.61,0.12,0.03,0.94,0.64
Winnie,Barrera,0005197,0.91,0.86,0.01,0.99,0.53,0.58,0.87,0.94,0.69
Makai,Acevedo,0005198,0.04,0.93,0.41,0.61,0.5,0.43,0.91,0.83,0.9
Ashlynn,Scott,0005199,0.28,0.7,0.55,0.98,0.14,0.13,0.04,0.93,0.22
Leo,Munoz,0005200,0.84,0.58,0.15,0.09,0.05,0.53,0.38,0.15,0.7
Kehlani,Tate,0005201,0.53,0.72,0.44,0.18,0.1,0.27,0.03,0.73,0.66
Dalton,Brennan,0005202,0.65,0.14,0.44,0.6,0.15,0.49,0.5,0.85,0.04
Elodie,Goodman,0005203,0.71,0.91,0.5,0.16,0.1,0.23,0.46,0.01,0.6
Philip,McDaniel,0005204,0.41,0.17,0.55,0.58,0.93,0.13,0.16,0.5,0.56
Dahlia,Stanton,0005205,0.67,0.99,0.53,0.09,0.87,0.54,0.68,0.59,0.61
Zyair,Roth,0005206,0.09,0.23,0.85,0.82,0.19,0.72,0.02,0.75,0.28
Elliot,Morton,0005207,0.13,0.2,0.47,0.18,0.77,0.08,0.47,0.2,0.72
Roland,Michael,0005208,0.05,0.72,0.09,0.72,1,0.69,0.95,0.56,0.59
Aubriella,Potts,0005209,0.96,1,0.22,0.84,0.87,0.06,0.79,0.97,0.63
Alfred,Poole,0005210,0.45,0.68,0.03,0.76,0.97,0.83,0.38,0.69,0.34
Bonnie,Kent,0005211,0.93,0.22,0.98,0.66,0.49,0.9,0.12,0.29,0.17
Mekhi,McKee,0005212,0.66,0.9,0.09,0.89,0.79,0.25,0.42,0.04,0.05
Kori,Sanford,0005213,0.44,0.22,0.09,0.29,0.47,0.61,0.04,0.98,0.11
Truett,Estes,0005214,0.83,0.54,0.84,0.79,0.42,0.68,0.7,0.9,0.66
Brittany,Cooper,0005215,0.93,0.63,0.78,0.2,0.33,0.54,0.64,0.6,0.02
Jonathan,Rodriguez,0005216,0.06,0.22,0.54,0.7,0.22,0.75,0.18,0.76,0.48
Evelyn,Gross,0005217,0.15,0.13,0.61,0.3,0.24,0.15,0.46,0.06,1
Quinn,Allen,0005218,0.45,0.48,0.9,0.14,0.59,0.36,0.19,0.94,0.85
Riley,Mullins,0005219,0.09,0.75,0.71,0.97,0.61,0.22,0.11,0.31,0.35
Allen,Logan,0005220,0.65,0.85,0.53,0.08,0.95,0.12,0.66,0.27,0.01
Kora,Hogan,0005221,0.77,0.32,0.7,0.81,0.44,0.9,0.87,0.07,0.23
Sonny,Lyons,0005222,0.02,0.49,0.82,0.18,0.15,0.32,0.53,0.37,0.42
Kenzie,Murillo,0005223,0.87,0.8,0.83,0.92,0.17,0.06,0.76,0.49,0.83
Lance,Moreno,0005224,0.34,0.01,0.54,0.09,0.25,0.83,0.46,0.69,0.61
Mary,Richard,0005225,0.24,0.11,0.62,0.91,0.66,0.85,0.6,0.97,0.91
Ahmed,Truong,0005226,0.33,0.97,0.4,0.4,0.64,0.16,0.67,0.84,0.53
Judith,Wilkins,0005227,0.16,0.79,0.43,0.44,0.72,0.33,0.8,0.17,0.27
Yusuf,Baker,0005228,0.24,0.24,0.16,0.77,0.78,0.55,0.47,0.93,0.36
Isla,Solomon,0005229,0.93,0.24,0.87,0.29,0.96,0.02,0.81,0.29,0.29
Musa,Blackburn,0005230,0.08,0.4,0.99,0.71,0.8,0.33,0.76,0.54,0.47
Frida,Wolfe,0005231,0.54,0.16,0.51,0.34,0.33,0.08,1,0.88,0.97
Donovan,Harding,0005232,0.95,0.39,0.97,0.09,0.73,0.46,0.46,0.84,0.41
Aniya,Jackson,0005233,0.62,0.23,0.22,0.58,0.78,0.95,0.08,0.42,0.97
Sebastian,Lynn,0005234,0.6,0.51,0.09,0.2,0.25,0.76,0.64,0.8,0.41
Samira,Nguyen,0005235,0.49,0.56,0.91,0.72,0.48,0.74,0.98,0.69,0.25
Gabriel,Miranda,0005236,0.19,0.7,0.6,0.32,0.31,0.35,0.01,0.22,0.89
Amina,Hughes,0005237,0.79,0.83,0.39,0.52,0.42,0.52,0.85,0.83,0.17
Everett,Church,0005238,0.91,0.2,0.55,0.77,0.68,0.29,0.76,0.58,0.4
Ayleen,Rivas,0005239,0.58,0.48,0.18,0.9,0.72,0.53,0.6,0.4,0.16
Damon,Tapia,0005240,0.95,0.91,0.23,0.32,0.84,0.98,0.28,0.59,0.62
Michaela,Enriquez,0005241,0.12,0.84,0.27,0.42,0.45,0.63,0.93,0.45,0.17
Elisha,Barron,0005242,0.06,0.21,0.61,0.42,0.31,0.87,0.95,0.77,0.26
Anya,Ward,0005243,0.74,0.46,0.66,0.41,0.78,0.27,0.07,0.75,0.07
Jameson,Yates,0005244,0.29,0.06,0.55,0.54,0.75,0.44,0.06,0.89,0.65
Charley,Mahoney,0005245,0.4,0.46,0.6,0.93,0.82,0.27,0.12,0.92,0.16
Kamryn,Higgins,0005246,0.77,0.72,0.47,0.15,0.16,0.87,0.67,0.95,0.21
Leighton,Mullen,0005247,0.74,0.85,0.18,0.05,0.28,0.94,0.13,0.29,0.13
Shepard,Flynn,0005248,0.23,0.71,0.4,0.26,0.55,0.8,0.44,0.98,0.59
Dorothy,Fitzpatrick,0005249,0.38,0.86,0.15,0.71,0.37,0.85,0.49,0.98,0.19
Blaze,May,0005250,0.71,0.41,0.16,0.35,0.73,0.41,0.96,0.76,0.42
Adriana,Klein,0005251,0.26,0.98,0.31,0.17,0.08,0.26,0.32,0.72,0.2
Marco,Solis,0005252,0.03,0.83,0.53,0.52,0.24,0.47,0.58,0.14,0.54
Miracle,Mayer,0005253,0.44,0.69,0.5,0.69,0.59,0.71,0.13,0.03,0.49
Yahir,Travis,0005254,0.41,0.55,0.94,0.67,0.68,0.96,0.92,0.08,0.21
Mazikee,Nguyen,0005255,0.66,0.2,0.19,0.17,0.29,0.69,0.35,0.68,0.2
Gabriel,Tucker,0005256,0.2,0.62,0.83,0.17,0.19,0,0.12,0.12,0.2
Esther,Monroe,0005257,0.03,0.39,0.68,0.4,0.03,0.39,0.73,0.97,0.85
Colby,Briggs,0005258,0.64,0.91,0.95,0.78,0.03,0.76,0.06,0.62,0.26
Alia,Bruce,0005259,0.84,0.37,0.49,0.06,0.27,0.2,0.92,0.53,0.66
Uriah,Russell,0005260,0.76,0.21,0.96,0.68,0.18,0.88,0.23,0.62,0.62
Raelynn,Brewer,0005261,0.84,0.04,0.53,0.53,0.27,0.32,0.75,0.99,0.85
Cruz,Huffman,0005262,0.82,0.29,0.91,0.58,0.37,0.56,0.47,0.94,0.69
Hayley,Brennan,0005263,0.43,0.42,0.36,0.68,0.51,0.57,0.51,0.86,0.45
Curtis,Gardner,0005264,0.01,0.82,0.14,0.29,0.8,0.27,0.31,0.9,0.49
Jordyn,Warren,0005265,0.14,0.19,0.94,0.37,0.21,0.98,0.58,0.29,0.88
Abel,Booker,0005266,0.22,0.2,0.63,0.59,0.06,0.19,0.03,0.87,0.42
Nataly,Shepherd,0005267,0.84,0.43,0.11,0.33,0.29,0.23,0.46,0.88,0.74
Ronald,Rivera,0005268,0.47,0.81,0.36,0.17,0.76,0.02,0.62,0.21,0.82
Lillian,York,0005269,0.79,0.47,0.71,0.76,0.31,0.33,0.39,0.2,0.45
Leandro,Sanford,0005270,0.58,0.78,0.49,0.59,0.51,0.15,0.35,0.67,0.34
Emerald,Cuevas,0005271,0.92,0.11,0.1,0.7,0.07,0.34,0.27,0.45,0.48
Brecken,Morales,0005272,0.87,0.06,0.4,0.91,0.13,0.88,0.6,0.22,0.43
Skylar,Duke,0005273,0.14,0.3,0.73,0.86,0.85,0.53,0.36,0.52,0.8
Kalel,Kirby,0005274,0.19,0.76,0.15,0.33,0.43,0.62,0.23,0.14,0.95
Skyla,Sherman,0005275,0.74,0.98,0.83,0.02,0.35,0.05,0.93,0.6,0.92
Adan,Wise,0005276,0.92,0.06,0.13,0.77,0.73,0.19,0.04,0.37,0.02
Mira,Davila,0005277,0.2,0.09,0.8,0.25,0.85,1,0.87,0.93,0.05
Grey,Hale,0005278,0.76,0.98,0.18,0.46,0.11,0.39,0.57,0.32,0.94
Brinley,Potts,0005279,0.31,0.73,0.34,0.07,0.93,0.09,0.29,0.46,0.27
Alfred,Banks,0005280,0.99,0.97,0.49,0.8,0.86,0.87,0.31,0.09,1
Cali,Fitzpatrick,0005281,0.4,0.37,0.3,0.08,0.02,0.87,0.53,0.33,0.11
Blaze,Zhang,0005282,0.08,0.95,0.35,0.93,0.32,0.74,0.15,0.21,0.63
Sarai,Nash,0005283,0.77,0.68,0.95,0.68,0.62,0.57,0.49,0.5,0.15
Chandler,Riley,0005284,0.16,0.19,0.72,0.71,0.17,0.26,0.78,0.47,0.5
Kayla,Lang,0005285,0.63,0.56,0.52,0.68,0.47,0.59,0.12,0.84,0.28
Wells,Zhang,0005286,0.28,0.99,0.81,0.65,0.24,0.73,0.87,0.62,0.81
Sarai,Castro,0005287,0,0,0.26,0.1,0.66,0.94,0.2,0.24,0.15
Jasper,Berger,0005288,0.28,0.11,0.47,0.22,0.93,0.83,0.57,0.49,0.95
Laylah,Sanchez,0005289,0.21,0.26,0.37,0.2,0.51,0.55,0.27,0.43,0.1
Joseph,Stark,0005290,0.57,0.09,0.82,0.08,0.5,0.82,0.17,0.09,0.88
Kamilah,Steele,0005291,0.32,0.27,0.66,0.64,0.9,0.81,0.41,0.74,0.97
Elian,Rose,0005292,0.01,0.26,0.44,0.53,0.58,0.32,0.88,0.57,0.32
Magnolia,Andersen,0005293,0.71,0.18,0.59,0.26,0.91,0.6,0.84,0.57,0.02
Alistair,Moyer,0005294,0.93,0.77,0.96,0.74,0.4,0.03,0.5,0.59,0.46
Zola,Bradshaw,0005295,0.9,0.56,0.81,0.71,0.56,0.58,0.32,0.72,0.83
Emory,Berg,0005296,0.66,0.72,0.3,0.87,0.39,0.06,0.35,0.48,0.54
Emmalyn,Leach,0005297,0.93,0.2,0.71,0.26,0.36,0.24,0.17,0.11,0.04
Westin,Baker,0005298,0.17,0.4,0.5,0.53,0.95,0.25,0.25,0.9,0.19
Isla,Fletcher,0005299,0.63,0.08,0.86,0.15,0.45,0.73,0.15,0.68,0.36
Jay,Edwards,0005300,0.82,0.12,0.43,0.77,0.24,0.31,0.42,0.04,0.96
Ivy,Brown,0005301,0.2,0.33,0.23,0.67,0.56,0.71,0.01,0.79,0.72
Elijah,Marquez,0005302,0.6,0.19,0.32,0.49,0.24,0.56,0.19,0.61,0.24
Milani,Guevara,0005303,0.94,0.81,0.73,0.9,0.76,0.26,0.66,0.1,0.02
Tommy,Malone,0005304,0.16,0.29,0.92,0.21,0.88,0.3,0.18,0.88,0.95
Skyler,Stein,0005305,0.07,0.87,0.38,0.29,0.08,0.3,0.79,0.56,0.15
Creed,Beck,0005306,0.55,0.43,0.53,0.56,0.29,0.59,0.76,0.27,0.97
Gia,Raymond,0005307,0.39,0.24,0.09,0.98,0.56,0.87,0.26,0.87,0.31
Maurice,Butler,0005308,0.31,0.45,0.81,0.04,0.32,0.66,0.9,0.05,0.25
Athena,Pruitt,0005309,0.72,0.5,0.16,0.36,0.31,0.03,0.11,0.99,0.25
Gatlin,Miles,0005310,0.53,0.21,0.41,0.4,0.26,0.17,0.03,0.31,0.99
Alessandra,Morse,0005311,0.83,0.61,0.68,0.94,0.46,0.29,0.8,0.39,0.16
Bode,Schultz,0005312,0.68,0.19,0.67,0.73,0.39,0.1,0.89,0.97,0.36
Briella,Jefferson,0005313,0.23,0.8,0.43,0.96,0.93,0.41,0.47,0.11,0.11
Raylan,Briggs,0005314,0.93,0.69,0.5,0.78,0.42,0.66,0.29,0.01,0.39
Alia,Hurley,0005315,0.2,0.43,0.22,0.89,0.27,0.52,0.43,0.53,0.16
Van,Chang,0005316,0.55,0.91,0.1,0.42,0.84,0.17,0.3,0.62,0.76
Ophelia,Monroe,0005317,0.67,0.19,0.67,0.57,0.68,0.05,0.07,0.48,0.37
Colby,Davidson,0005318,0.93,0.77,0.83,1,0.98,0.56,0.52,0.26,0.09
Jayla,Reed,0005319,0.26,0.11,0.99,0.61,0.18,0.38,0.41,0.26,1
Easton,Mills,0005320,0.52,0.34,0.53,0.7,0.53,0.28,0.88,0.78,0.25
June,McIntosh,0005321,0.6,0.19,0.3,0.12,0.1,0.74,0.05,0.55,0.46
Kristian,Hayden,0005322,0.74,0.14,0.26,0.72,0.3,0.42,0.26,0.13,0.33
Avayah,Caldwell,0005323,0.58,0.69,0.8,0.53,0.76,0.98,0.62,0.78,0.79
Rylan,Calderon,0005324,0.88,0.34,0.35,0.88,0.21,0.52,0.69,0.97,0.77
Serena,Brennan,0005325,0,0,0.45,0.85,0.91,0.78,0.87,0.84,0.1
Curtis,Novak,0005326,0.38,0.36,0.26,0.16,0.45,0.14,0.68,0.92,0.87
Kaiya,Thompson,0005327,0.77,0.8,0.92,0.47,0.39,0.49,0.98,0.94,0.79
Theodore,Aguilar,0005328,0.09,0.27,0.87,0.45,0.28,0.83,0.03,0.24,0.06
Josie,Conway,0005329,0.21,0.56,0.18,0.01,0.05,0.6,0.42,0.47,0.4
Orlando,Morrow,0005330,0.07,0.7,0.21,0.42,0.85,0.21,0.91,0.83,0.1
Reyna,McIntyre,0005331,0.33,0.61,0.99,0.5,0.38,0.41,0.14,0.39,0.84
Eliseo,Dougherty,0005332,0.81,0.3,0.85,0.01,0.52,0.15,0.71,0.08,0.36
Alisson,Nava,0005333,0.84,0.85,0.39,0.82,0.79,0.55,0.7,0.45,0.8
Stefan,Kelly,0005334,0.82,0.19,0.68,0.04,0.35,0.6,0.57,0.54,0.69
Ruby,Wang,0005335,0.98,0.67,0.12,0.77,0.81,0.98,0.89,0.94,0.69
Cohen,Bender,0005336,0.07,0.1,0.19,0.28,0.11,0.49,0.08,0.13,0.13
Lilyana,Kelly,0005337,0.58,0.05,0.72,0.65,0.87,0.16,0.88,0.6,0.55
Cooper,Espinoza,0005338,0.72,0.84,0.91,0.15,0.74,0.47,0.65,0.78,0.1
Lucille,Dunn,0005339,0.02,0.14,0.09,0.24,0.97,0.29,0.77,0.65,0.05
Dawson,Carpenter,0005340,0.75,0.17,0.41,0.82,0.96,0.83,0.35,0.88,0.47
Lilly,Phan,0005341,0.39,0.08,0.23,0.61,0.04,0.84,0.63,0.05,0.14
Maison,Burton,0005342,0.41,0.93,0.43,0.57,0.84,0.75,0.44,0.72,0.77
Miriam,Moses,0005343,0.3,0.7,0.94,0.72,0.53,0.55,0.67,0.47,0.47
Niklaus,Roach,0005344,0.2,0.02,0.75,0.31,0.66,0.58,0.11,0.45,0.7
Lyanna,Sparks,0005345,0.08,0.11,0.62,0.84,0.88,0.35,0.58,0.31,0.27
Drake,Rice,0005346,0.7,0.47,0.21,0.28,0.94,0.02,0.25,0.18,0.28
Ada,Kaur,0005347,0.68,0.63,0.88,0.44,0.93,0.24,0.15,0.63,0.7
Augustine,Wise,0005348,0.26,0.88,0.39,0.06,0.37,0.91,0.2,0.67,0.61
Mira,Shaffer,0005349,0.28,0.76,0.54,0.8,0.67,0.84,0.51,0.81,0.07
Dexter,Lindsey,0005350,0.88,0.09,0.9,0.92,0.15,0.16,0.83,0.04,0.9
Colette,McCormick,0005351,0.19,0.49,0.79,0.15,0.36,0.21,0.22,0.28,0.53
Jasiah,Hess,0005352,0.46,0.28,0.47,0.8,0.21,0.74,0.42,0.18,0.21
Kaliyah,Swanson,0005353,0.18,0.93,0.21,0.49,0.61,0.7,0.65,0.95,0.85
Hugo,Moon,0005354,0.3,0.54,0.17,0.05,0.64,0.06,0.66,0.14,0.72
Naya,Boyle,0005355,0.96,0.73,0.62,0.73,0.1,0.66,0.7,0.93,0.17
Robin,Hodges,0005356,0.33,0.35,0.59,0.21,0.28,0.53,0.49,0.73,0.22
Eve,Sanders,0005357,0.02,0.27,0.25,0.5,0.58,0.19,0.71,0.97,0.54
Jose,Miranda,0005358,0.35,0.51,0.88,0.68,0.94,0.02,0.28,0.74,0.63
Amina,Santos,0005359,0.89,0.43,0.25,0.02,0.63,0.85,0.65,0.73,0.11
Walker,Horn,0005360,0.02,0.04,0.54,0.11,0.98,0.54,0.31,0.12,0.65
Avah,Hickman,0005361,0.7,0.85,0.67,0.41,0.35,0.31,0.52,0.17,0.43
Jakobe,Sierra,0005362,0.61,0.03,0.4,0.69,0.19,0.97,0.83,0.51,0.54
Marceline,Armstrong,0005363,0.68,0.17,0.78,0.66,0.2,0.49,0.04,0.99,0.75
Grant,Mills,0005364,0.08,0.26,0.3,0.34,0.15,0.29,0.17,0.23,0.76
June,Lowe,0005365,0.87,0.97,0.18,0.27,0.76,0.68,0.66,0.46,0.94
Julius,Tyler,0005366,0.4,0.54,0.99,0.6,0.56,0.94,0.16,0.3,0.28
Helena,Church,0005367,0.74,0.81,0.73,0.94,0.85,0.27,0.9,0.77,0.87
Terrance,Vargas,0005368,0.01,0.42,0.79,0.1,0.03,0.1,0.8,0.85,0.41
Andrea,Waters,0005369,0.31,0.87,0.54,0.84,0.61,0.54,0.06,0.81,0.64
Maximilian,Barrera,0005370,0.9,0.37,0.76,0.29,0.16,0.5,0.26,0.92,0.97
Beatrice,Esquivel,0005371,0.6,0.9,0.47,0.93,0.5,0.23,0.12,0.96,0.37
Bridger,Richmond,0005372,0.21,0.8,0.37,0.36,0,0.34,0.69,0.12,0.98
Whitney,Larsen,0005373,0.35,0.47,0.92,0.51,0.47,0.51,0.05,0.91,0.81
Brycen,Hart,0005374,0.91,0.81,0.49,0.51,0.6,0.96,0.48,0.68,0.01
Gemma,Aguirre,0005375,0.98,0.34,0.92,0.2,0.59,0.55,0.69,0.79,0.02
Andy,Holloway,0005376,0.34,0.15,0.2,0.98,0.2,0.77,0.29,0.81,0.12
Mae,Kelly,0005377,0.11,0.16,0.35,0.73,0.45,0.55,0.08,0.24,0.64
Cooper,McCarthy,0005378,0.6,0.03,0.05,0.56,1,0.71,0.77,0.9,0.17
Kira,Fischer,0005379,0.61,0.97,0.87,0.95,0.45,0.35,0.8,0.03,0.94
Leonidas,Foley,0005380,0.11,0.45,0.27,0.26,0.48,0.82,0.21,0.98,0.8
Zaylee,Craig,0005381,0.57,0.16,0.25,0.77,0.09,0.97,0.93,0.42,0.46
Odin,Hendrix,0005382,0.42,0.59,0.12,0.09,0.35,0.91,0.14,0.59,0.9
Zhuri,Montgomery,0005383,0.96,0.6,0.01,0.77,0.41,0.7,0.6,0.31,0.46
Maximiliano,Frank,0005384,0.85,0.3,0.34,0.92,0.41,0.55,0.51,0.64,0.95
Dior,Solomon,0005385,0.63,0.18,0.46,0.27,0.44,0.06,0.02,0.04,0.66
Musa,Horton,0005386,0.43,0.85,0.79,0.95,0.97,0.51,0.39,0.77,0.06
Aitana,Reyes,0005387,0.68,0.52,0.24,0,0.06,0.67,0.3,0.82,0.64
Eli,Smith,0005388,0.23,0.7,0.45,0.83,0.93,0.87,0.25,0.12,0.54
Olivia,Jenkins,0005389,0.46,0.94,0.06,0.57,0.78,0.43,0.72,0.79,0.7
Declan,Richmond,0005390,0.99,0.22,0.04,0.86,0.93,0.69,0.9,0.89,0.85
Whitney,Vincent,0005391,0.09,0.24,0.66,0.94,0.37,0.62,0.94,0.02,0.91
Aarav,Hahn,0005392,0.83,0.77,0.57,0.99,0.4,0.44,0.26,0.16,0
Fallon,Hendricks,0005393,0.95,0.96,0.22,0.84,0.81,0.59,0.83,0.73,0.1
Dash,Harding,0005394,0.92,0.66,0.57,0.53,0.4,0.99,0.13,0.47,0.33
Aniya,Quintana,0005395,0.12,0.98,0.46,0.42,0.42,0.55,0.49,0.06,0.43
Kelvin,Yu,0005396,0.26,0.86,0.15,0.51,0.06,0.82,0.52,0.02,0.07
Navy,Mendez,0005397,0.28,0.41,0.18,0.82,0.5,0.88,0.68,0.48,0.32
Arthur,Powers,0005398,0.81,0.04,0.92,0.11,0.24,0.34,0.88,0.01,0.87
Michelle,Ferguson,0005399,0.67,0.85,0.11,0.56,0.3,0.82,0.62,0.67,0.21
Madalynn,Barton,0005400,0.34,0.32,0.39,0.04,0.64,0.23,0.64,0.7,0.24
Cassius,Zamora,0005401,0.9,0.9,0.96,0.34,0.52,0.78,0.48,0.44,0.4
Sierra,Weiss,0005402,0.38,0.96,0.71,0.14,0.18,0.74,0.21,0.54,0.38
Koa,Stevens,0005403,0.1,0.32,0.94,0.17,0.46,0.51,0.04,0.43,0.93
Katherine,Maxwell,0005404,0.67,0.04,0.73,0.83,0.03,0.79,0.81,0.5,0.91
Eden,Bentley,0005405,0.02,0.41,0.22,0.52,0.36,0.61,0.71,0.1,0.58
Jaylin,Ruiz,0005406,0.96,0.26,0.93,0.74,0.33,0.03,0.77,0.79,0.9
Austin,Schmidt,0005407,0.07,0.08,0.23,0.79,0.7,0.16,0.32,0.56,0.61
Kimberly,Cox,0005408,0.78,0.18,0.56,0.31,0.11,0.1,0.72,0.2,0.57
Connor,Conley,0005409,0.41,0.59,0.74,0.29,0.07,0.47,0.59,0.16,0.84
Salem,Roy,0005410,0.99,0.25,0.44,0.6,0.59,0.7,0.12,0.11,0.5
Marcelo,Yoder,0005411,0.71,0.23,0.07,0.05,0.27,0.03,0.01,0.81,0.39
Emerie,Booker,0005412,0.48,0.48,1,0.74,0.1,0.26,0.04,0.47,0.27
Dominik,Valencia,0005413,0.54,0.86,0.11,0.97,0.35,0.36,0.2,0.09,0.57
Maddison,Everett,0005414,0.53,0.72,0.97,0.75,0.92,0.18,0.51,0.97,0.35
Camilo,Ware,0005415,0.14,0.24,0.92,0.47,0.77,0.12,0.18,0.57,0.19
Eileen,Beck,0005416,0.49,0.36,0.97,0.23,0.13,0.21,0.98,0.12,0.84
Eduardo,Chapman,0005417,0.26,0.09,0.06,0.49,0.42,0.51,0.1,0.6,0.7
Zuri,Atkins,0005418,0.43,0.8,0.38,0.04,0.36,0.93,0.79,0.55,0.08
Cason,Maynard,0005419,0.39,0.93,0.1,0.29,0.31,0.13,0.68,0.46,0.05
Carolyn,Whitaker,0005420,0.94,0.27,0.66,0.47,0.01,0.46,0.86,0.67,0.44
Keith,Richmond,0005421,0,0.09,0.41,0.95,0.5,0.04,0.28,0.18,0.96
Whitney,Flowers,0005422,0.5,0.92,0.08,0.67,0.79,0.65,0.86,0.36,0.76
Saul,Lin,0005423,0.67,0.38,0.49,0.35,0.58,0.02,0.57,0.94,0.23
Makenna,Flowers,0005424,0.14,0.01,0.88,0.89,0.38,0.92,0.33,0.59,0.61
Saul,Hogan,0005425,0.24,0.42,0.85,0.1,0.62,0.2,0.58,0.07,0.91
Kathryn,Burch,0005426,0.43,0.81,0.15,0.49,0.69,0.81,0.88,0.74,0.02
Gerald,Hancock,0005427,0.81,0.87,0.48,0.67,0.63,0.72,0.88,0.88,0.09
Katelyn,Moore,0005428,0.12,0.03,0.16,0.15,0.74,0.79,0.28,0.33,0.36
Levi,Cortez,0005429,0.39,0.44,0.05,0.04,0.52,0.51,0.96,0.1,0.52
